@relation stock
@attribute open real
@attribute high real
@attribute low real
@attribute close real
@data
28.1025,28.1025,28.1025,28.1025
10.7,10.7,10.7,10.7
17.91,17.91,17.91,17.91
0.88,0.88,0.88,0.88
0.8408,0.8408,0.8408,0.8408
20.89,20.89,20.89,20.89
62.24,62.24,62.24,62.24
26.57,26.57,26.57,26.57
10.22,10.22,10.22,10.22
0.44,0.44,0.44,0.44
37.78,37.78,37.78,37.78
10.7,10.7,10.7,10.7
11.757,11.757,11.757,11.757
2.39,2.39,2.39,2.39
19.88,19.88,19.88,19.88
15.16,15.16,15.16,15.16
0.4607,0.4607,0.4607,0.4607
25.4722,25.4722,25.4722,25.4722
10.2,10.2,10.2,10.2
14.82,14.82,14.82,14.82
12.75,12.75,12.75,12.75
17.72,17.72,17.72,17.72
28.5,28.5,28.5,28.5
1.02,1.02,1.02,1.02
26.25,26.25,26.25,26.25
37.71,37.71,37.71,37.71
48.47,48.47,48.47,48.47
140.46,140.46,140.46,140.46
19.025,19.025,19.025,19.025
56.37,56.37,56.37,56.37
32.74,32.74,32.74,32.74
36.26,36.26,36.26,36.26
30.49,30.49,30.49,30.49
35.47,35.47,35.47,35.47
290.42,290.42,290.42,290.42
4.19,4.19,4.19,4.19
0.7,0.7,0.7,0.7
0.039,0.039,0.039,0.039
10.53,10.53,10.53,10.53
94.05,94.05,94.05,94.05
4.85,4.85,4.85,4.85
19.51,19.51,19.51,19.51
0.6897,0.6897,0.6897,0.6897
33.56,33.56,33.56,33.56
12.4,12.4,12.4,12.4
75.54,75.54,75.54,75.54
17.42,17.42,17.42,17.42
74.11,74.11,74.11,74.11
1.33,1.33,1.33,1.33
21.72,21.72,21.72,21.72
45.57,45.57,45.57,45.57
75.72,75.72,75.72,75.72
72.19,72.19,72.19,72.19
8.47,8.47,8.47,8.47
9.95,9.95,9.95,9.95
10.25,10.25,10.25,10.25
0.77,0.77,0.77,0.77
2.6,2.6,2.6,2.6
5.05,5.05,5.05,5.05
6.56,6.56,6.56,6.56
0.0233,0.0233,0.0233,0.0233
14.7919,14.7919,14.7919,14.7919
22.03,22.03,22.03,22.03
3.8,3.8,3.8,3.8
3.31,3.31,3.31,3.31
42.72,42.72,42.72,42.72
3.16,3.16,3.16,3.16
0.118,0.118,0.118,0.118
16.09,16.09,16.09,16.09
15.74,15.74,15.74,15.74
2.6832,2.6832,2.6832,2.6832
1.46,1.46,1.46,1.46
13.89,13.89,13.89,13.89
3.05,3.05,3.05,3.05
15.52,15.52,15.52,15.52
25.8458,25.8458,25.8458,25.8458
5.72,5.72,5.72,5.72
19.59,19.59,19.59,19.59
22.26,22.26,22.26,22.26
105.66,105.66,105.66,105.66
127.97,127.97,127.97,127.97
57.08,57.08,57.08,57.08
11.14,11.14,11.14,11.14
25.01,25.01,25.01,25.01
28.3,28.3,28.3,28.3
25.05,25.05,25.05,25.05
23.5,23.5,23.5,23.5
25.6403,25.6403,25.6403,25.6403
25.1,25.1,25.1,25.1
23.945,23.945,23.945,23.945
33.49,33.49,33.49,33.49
22.815,22.815,22.815,22.815
2.4,2.4,2.4,2.4
32.78,32.78,32.78,32.78
25.1481,25.1481,25.1481,25.1481
218.74,218.74,218.74,218.74
31.9522,31.9522,31.9522,31.9522
42.5942,42.5942,42.5942,42.5942
1.28,1.28,1.28,1.28
39.81,39.81,39.81,39.81
1.14,1.14,1.14,1.14
5.18,5.18,5.18,5.18
0.8301,0.8301,0.8301,0.8301
8.86,8.86,8.86,8.86
107.51,107.51,107.51,107.51
1.62,1.62,1.62,1.62
2.95,2.95,2.95,2.95
36.11,36.11,36.11,36.11
26.73,26.73,26.73,26.73
33.41,33.41,33.41,33.41
18.4059,18.4059,18.4059,18.4059
21.39,21.39,21.39,21.39
20.09,20.09,20.09,20.09
33.87,33.87,33.87,33.87
20.7,20.7,20.7,20.7
57.91,57.91,57.91,57.91
11.6,11.6,11.6,11.6
1.59,1.59,1.59,1.59
25.4,25.4,25.4,25.4
35.36,35.36,35.36,35.36
4.43,4.43,4.43,4.43
29.61,29.61,29.61,29.61
20200101,2,2,2,2
7.8,7.8,7.8,7.8
4.1,4.1,4.1,4.1
10.27,10.27,10.27,10.27
10.53,10.53,10.53,10.53
0.361,0.361,0.361,0.361
6.18,6.18,6.18,6.18
157.56,157.56,157.56,157.56
70.7783,70.7783,70.7783,70.7783
16.29,16.29,16.29,16.29
0.4732,0.4732,0.4732,0.4732
48.21,48.21,48.21,48.21
7.92,7.92,7.92,7.92
48.63,48.63,48.63,48.63
4.6,4.6,4.6,4.6
22.35,22.35,22.35,22.35
60.08,60.08,60.08,60.08
10.75,10.75,10.75,10.75
96.08,96.08,96.08,96.08
57.39,57.39,57.39,57.39
4.7,4.7,4.7,4.7
14.9,14.9,14.9,14.9
0.391,0.391,0.391,0.391
1.58,1.58,1.58,1.58
7.36,7.36,7.36,7.36
3.63,3.63,3.63,3.63
3.6,3.6,3.6,3.6
114.56,114.56,114.56,114.56
73.9,73.9,73.9,73.9
32.53,32.53,32.53,32.53
23.491,23.491,23.491,23.491
31.4898,31.4898,31.4898,31.4898
3.04,3.04,3.04,3.04
30.53,30.53,30.53,30.53
4.03,4.03,4.03,4.03
51.2428,51.2428,51.2428,51.2428
4.69,4.69,4.69,4.69
0.98,0.98,0.98,0.98
8.3914,8.3914,8.3914,8.3914
5.02,5.02,5.02,5.02
26.13,26.13,26.13,26.13
45.37,45.37,45.37,45.37
0.5,0.5,0.5,0.5
61.78,61.78,61.78,61.78
50.09,50.09,50.09,50.09
2.14,2.14,2.14,2.14
0.19,0.19,0.19,0.19
57.75,57.75,57.75,57.75
12.17,12.17,12.17,12.17
53.6,53.6,53.6,53.6
5.5,5.5,5.5,5.5
3.3,3.3,3.3,3.3
24.6,24.6,24.6,24.6
3.38,3.38,3.38,3.38
30.87,30.87,30.87,30.87
583.7,583.7,583.7,583.7
43.56,43.56,43.56,43.56
59.64,59.64,59.64,59.64
8.78,8.78,8.78,8.78
20200101,166,166,166,166
9.79,9.79,9.79,9.79
7.375,7.375,7.375,7.375
15.1,15.1,15.1,15.1
9.83,9.83,9.83,9.83
4.066,4.066,4.066,4.066
68.74,68.74,68.74,68.74
35.9302,35.9302,35.9302,35.9302
206.86,206.86,206.86,206.86
27.27,27.27,27.27,27.27
27.92,27.92,27.92,27.92
71.32,71.32,71.32,71.32
155.06,155.06,155.06,155.06
38.1058,38.1058,38.1058,38.1058
59.63,59.63,59.63,59.63
26.07,26.07,26.07,26.07
16.95,16.95,16.95,16.95
27.66,27.66,27.66,27.66
0.3749,0.3749,0.3749,0.3749
0.0052,0.0052,0.0052,0.0052
8.88,8.88,8.88,8.88
45.37,45.37,45.37,45.37
26.29,26.29,26.29,26.29
7.2,7.2,7.2,7.2
44.3,44.3,44.3,44.3
4.97,4.97,4.97,4.97
19.49,19.49,19.49,19.49
78.08,78.08,78.08,78.08
34.35,34.35,34.35,34.35
6.17,6.17,6.17,6.17
1.52,1.52,1.52,1.52
1.5183,1.5183,1.5183,1.5183
4.06,4.06,4.06,4.06
1.62,1.62,1.62,1.62
0.8939,0.8939,0.8939,0.8939
26.41,26.41,26.41,26.41
4.66,4.66,4.66,4.66
1.145,1.145,1.145,1.145
48.7,48.7,48.7,48.7
35.7309,35.7309,35.7309,35.7309
25.865,25.865,25.865,25.865
21.27,21.27,21.27,21.27
92.48,92.48,92.48,92.48
45.59,45.59,45.59,45.59
17.62,17.62,17.62,17.62
4.624,4.624,4.624,4.624
69.46,69.46,69.46,69.46
9.83,9.83,9.83,9.83
10.03,10.03,10.03,10.03
78.02,78.02,78.02,78.02
108.14,108.14,108.14,108.14
11.33,11.33,11.33,11.33
69.01,69.01,69.01,69.01
7.37,7.37,7.37,7.37
32.43,32.43,32.43,32.43
10.02,10.02,10.02,10.02
0.0513,0.0513,0.0513,0.0513
4.48,4.48,4.48,4.48
0.742,0.742,0.742,0.742
0.179,0.179,0.179,0.179
1.55,1.55,1.55,1.55
6.82,6.82,6.82,6.82
25.895,25.895,25.895,25.895
58.06,58.06,58.06,58.06
77.26,77.26,77.26,77.26
27.12,27.12,27.12,27.12
0.75,0.75,0.75,0.75
92.86,92.86,92.86,92.86
25.97,25.97,25.97,25.97
15.06,15.06,15.06,15.06
50.35,50.35,50.35,50.35
36.95,36.95,36.95,36.95
4.55,4.55,4.55,4.55
19.57,19.57,19.57,19.57
205.25,205.25,205.25,205.25
2.57,2.57,2.57,2.57
20.48,20.48,20.48,20.48
26.33,26.33,26.33,26.33
35.52,35.52,35.52,35.52
39.91,39.91,39.91,39.91
21.24,21.24,21.24,21.24
17.27,17.27,17.27,17.27
26.945,26.945,26.945,26.945
53.405,53.405,53.405,53.405
24.8654,24.8654,24.8654,24.8654
20200101,73,73,73,73
31.02,31.02,31.02,31.02
26.96,26.96,26.96,26.96
21.61,21.61,21.61,21.61
22.13,22.13,22.13,22.13
22.96,22.96,22.96,22.96
2.51,2.51,2.51,2.51
80.63,80.63,80.63,80.63
532.21,532.21,532.21,532.21
33.09,33.09,33.09,33.09
62.21,62.21,62.21,62.21
31.49,31.49,31.49,31.49
51.44,51.44,51.44,51.44
24.539,24.539,24.539,24.539
55.64,55.64,55.64,55.64
38.605,38.605,38.605,38.605
14.84,14.84,14.84,14.84
25.75,25.75,25.75,25.75
25.95,25.95,25.95,25.95
26.24,26.24,26.24,26.24
10.21,10.21,10.21,10.21
57.32,57.32,57.32,57.32
26.54,26.54,26.54,26.54
39.07,39.07,39.07,39.07
39.52,39.52,39.52,39.52
6.49,6.49,6.49,6.49
37.605,37.605,37.605,37.605
40.8587,40.8587,40.8587,40.8587
65.23,65.23,65.23,65.23
16.53,16.53,16.53,16.53
25.44,25.44,25.44,25.44
11.55,11.55,11.55,11.55
2.82,2.82,2.82,2.82
21.605,21.605,21.605,21.605
35.1,35.1,35.1,35.1
139.65,139.65,139.65,139.65
14.94,14.94,14.94,14.94
17.4,17.4,17.4,17.4
21.77,21.77,21.77,21.77
42.89,42.89,42.89,42.89
44.4,44.4,44.4,44.4
28.85,28.85,28.85,28.85
34.88,34.88,34.88,34.88
41.92,41.92,41.92,41.92
18.3684,18.3684,18.3684,18.3684
30.3776,30.3776,30.3776,30.3776
32.1,32.1,32.1,32.1
115.63,115.63,115.63,115.63
30.74,30.74,30.74,30.74
28.71,28.71,28.71,28.71
25.85,25.85,25.85,25.85
27.39,27.39,27.39,27.39
127.86,127.86,127.86,127.86
65.58,65.58,65.58,65.58
51.82,51.82,51.82,51.82
20.7,20.7,20.7,20.7
51.02,51.02,51.02,51.02
50.3557,50.3557,50.3557,50.3557
20.81,20.81,20.81,20.81
40.995,40.995,40.995,40.995
3.48,3.48,3.48,3.48
12.62,12.62,12.62,12.62
12.9,12.9,12.9,12.9
25.08,25.08,25.08,25.08
52.07,52.07,52.07,52.07
3.35,3.35,3.35,3.35
9.9582,9.9582,9.9582,9.9582
0.17,0.17,0.17,0.17
10.1,10.1,10.1,10.1
0.05,0.05,0.05,0.05
7.06,7.06,7.06,7.06
0.3,0.3,0.3,0.3
22.62,22.62,22.62,22.62
2.5,2.5,2.5,2.5
14.5,14.5,14.5,14.5
20.7,20.7,20.7,20.7
19.92,19.92,19.92,19.92
30.15,30.15,30.15,30.15
55.5481,55.5481,55.5481,55.5481
35.25,35.25,35.25,35.25
23.06,23.06,23.06,23.06
10.21,10.21,10.21,10.21
0.4601,0.4601,0.4601,0.4601
53.31,53.31,53.31,53.31
38.38,38.38,38.38,38.38
16.32,16.32,16.32,16.32
8.45,8.45,8.45,8.45
16.63,16.63,16.63,16.63
2.01,2.01,2.01,2.01
36.02,36.02,36.02,36.02
17.16,17.16,17.16,17.16
30.23,30.23,30.23,30.23
18.13,18.13,18.13,18.13
72.49,72.49,72.49,72.49
47.87,47.87,47.87,47.87
29.47,29.47,29.47,29.47
9.74,9.74,9.74,9.74
3.33,3.33,3.33,3.33
19.69,19.69,19.69,19.69
0.99,0.99,0.99,0.99
2.39,2.39,2.39,2.39
25.97,25.97,25.97,25.97
41.7,41.7,41.7,41.7
68.24,68.24,68.24,68.24
7.88,7.88,7.88,7.88
36.4,36.4,36.4,36.4
37.07,37.07,37.07,37.07
69.57,69.57,69.57,69.57
28.5111,28.5111,28.5111,28.5111
2.53,2.53,2.53,2.53
1.4944,1.4944,1.4944,1.4944
4.59,4.59,4.59,4.59
21.8206,21.8206,21.8206,21.8206
40.2122,40.2122,40.2122,40.2122
38.69,38.69,38.69,38.69
10.38,10.38,10.38,10.38
11.05,11.05,11.05,11.05
4.18,4.18,4.18,4.18
17.53,17.53,17.53,17.53
23.2,23.2,23.2,23.2
9.89,9.89,9.89,9.89
14.54,14.54,14.54,14.54
41.59,41.59,41.59,41.59
49.81,49.81,49.81,49.81
59.09,59.09,59.09,59.09
1.0399,1.0399,1.0399,1.0399
11.56,11.56,11.56,11.56
17.38,17.38,17.38,17.38
63.79,63.79,63.79,63.79
32.8,32.8,32.8,32.8
9.42,9.42,9.42,9.42
67.1,67.1,67.1,67.1
55.96,55.96,55.96,55.96
9.75,9.75,9.75,9.75
10.23,10.23,10.23,10.23
0.989,0.989,0.989,0.989
19.38,19.38,19.38,19.38
93.04,93.04,93.04,93.04
54.0115,54.0115,54.0115,54.0115
56.51,56.51,56.51,56.51
10.12,10.12,10.12,10.12
10.8,10.8,10.8,10.8
1.3736,1.3736,1.3736,1.3736
23.68,23.68,23.68,23.68
72.92,72.92,72.92,72.92
60.36,60.36,60.36,60.36
47.42,47.42,47.42,47.42
0.95,0.95,0.95,0.95
6.2369,6.2369,6.2369,6.2369
0.4501,0.4501,0.4501,0.4501
18.92,18.92,18.92,18.92
22.815,22.815,22.815,22.815
22.341,22.341,22.341,22.341
106.76,106.76,106.76,106.76
0.8896,0.8896,0.8896,0.8896
12.4782,12.4782,12.4782,12.4782
47.92,47.92,47.92,47.92
60.09,60.09,60.09,60.09
39.37,39.37,39.37,39.37
24.64,24.64,24.64,24.64
22.07,22.07,22.07,22.07
23.29,23.29,23.29,23.29
41.2,41.2,41.2,41.2
16.49,16.49,16.49,16.49
28.18,28.18,28.18,28.18
24.5,24.5,24.5,24.5
16.64,16.64,16.64,16.64
17.43,17.43,17.43,17.43
24.09,24.09,24.09,24.09
7.36,7.36,7.36,7.36
11.61,11.61,11.61,11.61
10.32,10.32,10.32,10.32
1.61,1.61,1.61,1.61
31.56,31.56,31.56,31.56
27.63,27.63,27.63,27.63
17.47,17.47,17.47,17.47
3.71,3.71,3.71,3.71
43.78,43.78,43.78,43.78
45.965,45.965,45.965,45.965
6.485,6.485,6.485,6.485
69.95,69.95,69.95,69.95
21.4,21.4,21.4,21.4
46.67,46.67,46.67,46.67
38.33,38.33,38.33,38.33
64.93,64.93,64.93,64.93
35.62,35.62,35.62,35.62
7.99,7.99,7.99,7.99
13.25,13.25,13.25,13.25
26.24,26.24,26.24,26.24
25.6071,25.6071,25.6071,25.6071
2.86,2.86,2.86,2.86
5.82,5.82,5.82,5.82
3.43,3.43,3.43,3.43
45.99,45.99,45.99,45.99
18.455,18.455,18.455,18.455
29.63,29.63,29.63,29.63
26.5992,26.5992,26.5992,26.5992
25.85,25.85,25.85,25.85
79.49,79.49,79.49,79.49
28.79,28.79,28.79,28.79
0.8602,0.8602,0.8602,0.8602
19.22,19.22,19.22,19.22
51.58,51.58,51.58,51.58
3.34,3.34,3.34,3.34
7.78,7.78,7.78,7.78
25.22,25.22,25.22,25.22
25.2638,25.2638,25.2638,25.2638
25.1,25.1,25.1,25.1
11.67,11.67,11.67,11.67
1.9901,1.9901,1.9901,1.9901
41.55,41.55,41.55,41.55
16.77,16.77,16.77,16.77
1.36,1.36,1.36,1.36
2.31,2.31,2.31,2.31
25.2,25.2,25.2,25.2
11.07,11.07,11.07,11.07
104.9107,104.9107,104.9107,104.9107
26.0338,26.0338,26.0338,26.0338
16.23,16.23,16.23,16.23
78.14,78.14,78.14,78.14
0.2203,0.2203,0.2203,0.2203
5.07,5.07,5.07,5.07
18.6,18.6,18.6,18.6
2.41,2.41,2.41,2.41
33.5,33.5,33.5,33.5
64.98,64.98,64.98,64.98
7.88,7.88,7.88,7.88
9.93,9.93,9.93,9.93
25.97,25.97,25.97,25.97
25.68,25.68,25.68,25.68
0.9879,0.9879,0.9879,0.9879
11.5,11.5,11.5,11.5
11.33,11.33,11.33,11.33
9.0579,9.0579,9.0579,9.0579
1.53,1.53,1.53,1.53
70.85,70.85,70.85,70.85
26.48,26.48,26.48,26.48
5.78,5.78,5.78,5.78
14.22,14.22,14.22,14.22
206.83,206.83,206.83,206.83
43.05,43.05,43.05,43.05
10.11,10.11,10.11,10.11
6.05,6.05,6.05,6.05
5.29,5.29,5.29,5.29
22.33,22.33,22.33,22.33
4.3,4.3,4.3,4.3
10.1998,10.1998,10.1998,10.1998
10.62,10.62,10.62,10.62
1.4997,1.4997,1.4997,1.4997
8.84,8.84,8.84,8.84
25.77,25.77,25.77,25.77
2.07,2.07,2.07,2.07
19.9,19.9,19.9,19.9
3.255,3.255,3.255,3.255
50.2102,50.2102,50.2102,50.2102
4.81,4.81,4.81,4.81
0.146,0.146,0.146,0.146
15.61,15.61,15.61,15.61
0.32,0.32,0.32,0.32
3.27,3.27,3.27,3.27
28.98,28.98,28.98,28.98
32.88,32.88,32.88,32.88
0.2727,0.2727,0.2727,0.2727
32.45,32.45,32.45,32.45
5.81,5.81,5.81,5.81
6.4,6.4,6.4,6.4
21.86,21.86,21.86,21.86
25.7335,25.7335,25.7335,25.7335
26.39,26.39,26.39,26.39
1337.02,1337.02,1337.02,1337.02
1339.39,1339.39,1339.39,1339.39
15.63,15.63,15.63,15.63
10.59,10.59,10.59,10.59
10.94,10.94,10.94,10.94
0.36,0.36,0.36,0.36
3.04,3.04,3.04,3.04
13.82,13.82,13.82,13.82
15.43,15.43,15.43,15.43
4.34,4.34,4.34,4.34
11.48,11.48,11.48,11.48
23.29,23.29,23.29,23.29
54.932,54.932,54.932,54.932
39.55,39.55,39.55,39.55
6.49,6.49,6.49,6.49
97.56,97.56,97.56,97.56
0.57,0.57,0.57,0.57
9.83,9.83,9.83,9.83
0.18,0.18,0.18,0.18
10.09,10.09,10.09,10.09
0.1393,0.1393,0.1393,0.1393
1.44,1.44,1.44,1.44
2.39,2.39,2.39,2.39
10.34,10.34,10.34,10.34
20200101,11,11,11,11
1.55,1.55,1.55,1.55
8.97,8.97,8.97,8.97
13.16,13.16,13.16,13.16
37.4,37.4,37.4,37.4
4.1,4.1,4.1,4.1
63.32,63.32,63.32,63.32
42.4,42.4,42.4,42.4
7.09,7.09,7.09,7.09
8.9,8.9,8.9,8.9
0.94,0.94,0.94,0.94
1.22,1.22,1.22,1.22
15.555,15.555,15.555,15.555
20200101,5,5,5,5
26.43,26.43,26.43,26.43
1.59,1.59,1.59,1.59
67.49,67.49,67.49,67.49
5.89,5.89,5.89,5.89
20.07,20.07,20.07,20.07
0.5101,0.5101,0.5101,0.5101
1.65,1.65,1.65,1.65
9.82,9.82,9.82,9.82
104.56,104.56,104.56,104.56
13.15,13.15,13.15,13.15
9.95,9.95,9.95,9.95
10.37,10.37,10.37,10.37
0.7999,0.7999,0.7999,0.7999
27.2941,27.2941,27.2941,27.2941
18.85,18.85,18.85,18.85
29.29,29.29,29.29,29.29
10.43,10.43,10.43,10.43
19.995,19.995,19.995,19.995
25.955,25.955,25.955,25.955
17.57,17.57,17.57,17.57
17.73,17.73,17.73,17.73
4.555,4.555,4.555,4.555
14.79,14.79,14.79,14.79
105.61,105.61,105.61,105.61
35.78,35.78,35.78,35.78
15.08,15.08,15.08,15.08
26,26,26,26
20200101,26,26,26,26
39.19,39.19,39.19,39.19
3.05,3.05,3.05,3.05
16.88,16.88,16.88,16.88
20200101,19,19,19,19
1.54,1.54,1.54,1.54
18.99,18.99,18.99,18.99
10.16,10.16,10.16,10.16
10.91,10.91,10.91,10.91
0.8,0.8,0.8,0.8
8.77,8.77,8.77,8.77
25.94,25.94,25.94,25.94
34.7,34.7,34.7,34.7
10.33,10.33,10.33,10.33
0.253,0.253,0.253,0.253
10.7568,10.7568,10.7568,10.7568
0.35,0.35,0.35,0.35
31.37,31.37,31.37,31.37
10.35,10.35,10.35,10.35
16.14,16.14,16.14,16.14
25.07,25.07,25.07,25.07
24.32,24.32,24.32,24.32
40.22,40.22,40.22,40.22
0.9775,0.9775,0.9775,0.9775
9.45,9.45,9.45,9.45
5.8,5.8,5.8,5.8
33.43,33.43,33.43,33.43
179.79,179.79,179.79,179.79
5.36,5.36,5.36,5.36
26.0472,26.0472,26.0472,26.0472
16.3727,16.3727,16.3727,16.3727
28.9903,28.9903,28.9903,28.9903
35.75,35.75,35.75,35.75
19.5,19.5,19.5,19.5
28.3,28.3,28.3,28.3
0.72,0.72,0.72,0.72
10.14,10.14,10.14,10.14
0.33,0.33,0.33,0.33
10.47,10.47,10.47,10.47
0.08,0.08,0.08,0.08
21.45,21.45,21.45,21.45
1.4484,1.4484,1.4484,1.4484
28.04,28.04,28.04,28.04
210.2,210.2,210.2,210.2
1.62,1.62,1.62,1.62
19.29,19.29,19.29,19.29
2.66,2.66,2.66,2.66
0.55,0.55,0.55,0.55
0.1,0.1,0.1,0.1
27.5,27.5,27.5,27.5
65.2366,65.2366,65.2366,65.2366
46.23,46.23,46.23,46.23
7.8,7.8,7.8,7.8
59.6,59.6,59.6,59.6
6.25,6.25,6.25,6.25
21.01,21.01,21.01,21.01
20200101,34,34,34,34
29.6,29.6,29.6,29.6
14.85,14.85,14.85,14.85
24.35,24.35,24.35,24.35
10.08,10.08,10.08,10.08
2.97,2.97,2.97,2.97
25.69,25.69,25.69,25.69
16.41,16.41,16.41,16.41
52.21,52.21,52.21,52.21
19.66,19.66,19.66,19.66
10.99,10.99,10.99,10.99
12.23,12.23,12.23,12.23
14.86,14.86,14.86,14.86
6.19,6.19,6.19,6.19
5.25,5.25,5.25,5.25
7.09,7.09,7.09,7.09
74.07,74.07,74.07,74.07
7.78,7.78,7.78,7.78
23.5,23.5,23.5,23.5
12.93,12.93,12.93,12.93
0.97,0.97,0.97,0.97
66.72,66.72,66.72,66.72
32.5,32.5,32.5,32.5
95.94,95.94,95.94,95.94
11.95,11.95,11.95,11.95
27.2,27.2,27.2,27.2
26.83,26.83,26.83,26.83
12.83,12.83,12.83,12.83
0.475,0.475,0.475,0.475
0.7019,0.7019,0.7019,0.7019
40.07,40.07,40.07,40.07
25.13,25.13,25.13,25.13
21.05,21.05,21.05,21.05
49.74,49.74,49.74,49.74
51.29,51.29,51.29,51.29
38.36,38.36,38.36,38.36
68.72,68.72,68.72,68.72
20200101,17,17,17,17
25.5,25.5,25.5,25.5
43.88,43.88,43.88,43.88
4.41,4.41,4.41,4.41
25.65,25.65,25.65,25.65
45.81,45.81,45.81,45.81
0.9353,0.9353,0.9353,0.9353
10.051,10.051,10.051,10.051
10.5,10.5,10.5,10.5
1.41,1.41,1.41,1.41
48.79,48.79,48.79,48.79
18.765,18.765,18.765,18.765
2.63,2.63,2.63,2.63
52.2678,52.2678,52.2678,52.2678
23.17,23.17,23.17,23.17
36.2,36.2,36.2,36.2
249.11,249.11,249.11,249.11
58.28,58.28,58.28,58.28
120.51,120.51,120.51,120.51
22.65,22.65,22.65,22.65
74.83,74.83,74.83,74.83
26.92,26.92,26.92,26.92
28.19,28.19,28.19,28.19
28.65,28.65,28.65,28.65
46.62,46.62,46.62,46.62
43.07,43.07,43.07,43.07
55.44,55.44,55.44,55.44
51.3572,51.3572,51.3572,51.3572
7.77,7.77,7.77,7.77
25.63,25.63,25.63,25.63
5.15,5.15,5.15,5.15
14.0909,14.0909,14.0909,14.0909
91.62,91.62,91.62,91.62
33.27,33.27,33.27,33.27
3.22,3.22,3.22,3.22
11.75,11.75,11.75,11.75
172.23,172.23,172.23,172.23
6.7,6.7,6.7,6.7
1.35,1.35,1.35,1.35
123.92,123.92,123.92,123.92
187.12,187.12,187.12,187.12
54.49,54.49,54.49,54.49
0.8557,0.8557,0.8557,0.8557
28.535,28.535,28.535,28.535
1.82,1.82,1.82,1.82
0.5,0.5,0.5,0.5
261.13,261.13,261.13,261.13
7.5,7.5,7.5,7.5
3.22,3.22,3.22,3.22
0.085,0.085,0.085,0.085
110.22,110.22,110.22,110.22
125.75,125.75,125.75,125.75
61.5,61.5,61.5,61.5
25.66,25.66,25.66,25.66
55.7571,55.7571,55.7571,55.7571
41.59,41.59,41.59,41.59
30.2,30.2,30.2,30.2
0.4057,0.4057,0.4057,0.4057
3.96,3.96,3.96,3.96
21.33,21.33,21.33,21.33
47.91,47.91,47.91,47.91
57.98,57.98,57.98,57.98
38.16,38.16,38.16,38.16
50.17,50.17,50.17,50.17
53.63,53.63,53.63,53.63
16.9,16.9,16.9,16.9
2.53,2.53,2.53,2.53
21.49,21.49,21.49,21.49
28.25,28.25,28.25,28.25
20200101,18,18,18,18
33.67,33.67,33.67,33.67
193.3,193.3,193.3,193.3
5.35,5.35,5.35,5.35
331.74,331.74,331.74,331.74
22.42,22.42,22.42,22.42
1.5,1.5,1.5,1.5
0.4498,0.4498,0.4498,0.4498
3.99,3.99,3.99,3.99
5.105,5.105,5.105,5.105
47.51,47.51,47.51,47.51
1.79,1.79,1.79,1.79
7.43,7.43,7.43,7.43
21.16,21.16,21.16,21.16
22.61,22.61,22.61,22.61
3.63,3.63,3.63,3.63
9.18,9.18,9.18,9.18
9.7,9.7,9.7,9.7
2.9,2.9,2.9,2.9
15.87,15.87,15.87,15.87
24.5,24.5,24.5,24.5
20200101,2,2,2,2
12.04,12.04,12.04,12.04
1.1,1.1,1.1,1.1
23.71,23.71,23.71,23.71
25.48,25.48,25.48,25.48
26.7,26.7,26.7,26.7
87.32,87.32,87.32,87.32
83.25,83.25,83.25,83.25
38.62,38.62,38.62,38.62
0.96,0.96,0.96,0.96
7.94,7.94,7.94,7.94
31.495,31.495,31.495,31.495
68.33,68.33,68.33,68.33
5.8,5.8,5.8,5.8
39.2,39.2,39.2,39.2
0.5571,0.5571,0.5571,0.5571
3.3,3.3,3.3,3.3
1.14,1.14,1.14,1.14
18.82,18.82,18.82,18.82
0.109,0.109,0.109,0.109
6.75,6.75,6.75,6.75
7.33,7.33,7.33,7.33
23.88,23.88,23.88,23.88
20200101,10,10,10,10
10.6,10.6,10.6,10.6
59.85,59.85,59.85,59.85
37.4488,37.4488,37.4488,37.4488
48.83,48.83,48.83,48.83
261.93,261.93,261.93,261.93
14.16,14.16,14.16,14.16
5.64,5.64,5.64,5.64
5.51,5.51,5.51,5.51
60.41,60.41,60.41,60.41
103.44,103.44,103.44,103.44
8.5,8.5,8.5,8.5
27.68,27.68,27.68,27.68
72.71,72.71,72.71,72.71
144.92,144.92,144.92,144.92
6.44,6.44,6.44,6.44
31.98,31.98,31.98,31.98
33.7731,33.7731,33.7731,33.7731
25.65,25.65,25.65,25.65
2.3,2.3,2.3,2.3
21.11,21.11,21.11,21.11
50.63,50.63,50.63,50.63
16.75,16.75,16.75,16.75
24.64,24.64,24.64,24.64
2.23,2.23,2.23,2.23
23.38,23.38,23.38,23.38
23.02,23.02,23.02,23.02
68.09,68.09,68.09,68.09
13.31,13.31,13.31,13.31
11.915,11.915,11.915,11.915
24.9024,24.9024,24.9024,24.9024
26.21,26.21,26.21,26.21
8.58,8.58,8.58,8.58
26.99,26.99,26.99,26.99
79.245,79.245,79.245,79.245
0.7301,0.7301,0.7301,0.7301
4.5386,4.5386,4.5386,4.5386
591.15,591.15,591.15,591.15
5.84,5.84,5.84,5.84
50.4,50.4,50.4,50.4
20200101,24,24,24,24
34.31,34.31,34.31,34.31
4.99,4.99,4.99,4.99
159.2,159.2,159.2,159.2
12.87,12.87,12.87,12.87
83.95,83.95,83.95,83.95
4.5,4.5,4.5,4.5
