@relation stock
@attribute open real
@attribute high real
@attribute low real
@attribute close real
@data
25.13,25.13,25.13,25.13
27.69,27.69,27.69,27.69
52.11,52.11,52.11,52.11
67.64,67.64,67.64,67.64
24.83,24.83,24.83,24.83
63.02,63.02,63.02,63.02
7.06,7.06,7.06,7.06
61.9,61.9,61.9,61.9
0.2366,0.2366,0.2366,0.2366
78.03,78.03,78.03,78.03
0.801,0.801,0.801,0.801
1.03,1.03,1.03,1.03
2.96,2.96,2.96,2.96
0.3723,0.3723,0.3723,0.3723
149.28,149.28,149.28,149.28
116.78,116.78,116.78,116.78
18.72,18.72,18.72,18.72
91.28,91.28,91.28,91.28
93.71,93.71,93.71,93.71
6.17,6.17,6.17,6.17
7.71,7.71,7.71,7.71
35.23,35.23,35.23,35.23
5.26,5.26,5.26,5.26
10.02,10.02,10.02,10.02
0.381,0.381,0.381,0.381
10.73,10.73,10.73,10.73
0.351,0.351,0.351,0.351
9.6,9.6,9.6,9.6
2.95,2.95,2.95,2.95
184.27,184.27,184.27,184.27
145.67,145.67,145.67,145.67
168.7,168.7,168.7,168.7
0.82,0.82,0.82,0.82
8.73,8.73,8.73,8.73
84.9,84.9,84.9,84.9
76.7,76.7,76.7,76.7
0.89,0.89,0.89,0.89
5.86,5.86,5.86,5.86
41.21,41.21,41.21,41.21
24.01,24.01,24.01,24.01
48.08,48.08,48.08,48.08
46.9671,46.9671,46.9671,46.9671
4.6,4.6,4.6,4.6
16.14,16.14,16.14,16.14
3.69,3.69,3.69,3.69
110.89,110.89,110.89,110.89
17.81,17.81,17.81,17.81
20.67,20.67,20.67,20.67
10.6938,10.6938,10.6938,10.6938
0.155,0.155,0.155,0.155
0.0799,0.0799,0.0799,0.0799
1.9786,1.9786,1.9786,1.9786
58.23,58.23,58.23,58.23
21.93,21.93,21.93,21.93
71.37,71.37,71.37,71.37
53.965,53.965,53.965,53.965
31.21,31.21,31.21,31.21
25.215,25.215,25.215,25.215
17.55,17.55,17.55,17.55
22.58,22.58,22.58,22.58
13.45,13.45,13.45,13.45
8.43,8.43,8.43,8.43
0.96,0.96,0.96,0.96
7.75,7.75,7.75,7.75
39.7,39.7,39.7,39.7
1.51,1.51,1.51,1.51
32.13,32.13,32.13,32.13
46.99,46.99,46.99,46.99
8.48,8.48,8.48,8.48
7.75,7.75,7.75,7.75
1.24,1.24,1.24,1.24
178.17,178.17,178.17,178.17
5.02,5.02,5.02,5.02
27.2,27.2,27.2,27.2
6.44,6.44,6.44,6.44
6.83,6.83,6.83,6.83
0.3793,0.3793,0.3793,0.3793
4.73,4.73,4.73,4.73
11.06,11.06,11.06,11.06
101.66,101.66,101.66,101.66
71.95,71.95,71.95,71.95
0.4011,0.4011,0.4011,0.4011
1.54,1.54,1.54,1.54
19.17,19.17,19.17,19.17
7.39,7.39,7.39,7.39
23.47,23.47,23.47,23.47
6.53,6.53,6.53,6.53
34.23,34.23,34.23,34.23
13.83,13.83,13.83,13.83
75.34,75.34,75.34,75.34
25.45,25.45,25.45,25.45
55.38,55.38,55.38,55.38
5.44,5.44,5.44,5.44
18.01,18.01,18.01,18.01
0.7796,0.7796,0.7796,0.7796
0.06,0.06,0.06,0.06
13.75,13.75,13.75,13.75
11.13,11.13,11.13,11.13
1.87,1.87,1.87,1.87
4.34,4.34,4.34,4.34
4.01,4.01,4.01,4.01
10.42,10.42,10.42,10.42
10.88,10.88,10.88,10.88
1.0325,1.0325,1.0325,1.0325
10.8,10.8,10.8,10.8
89.26,89.26,89.26,89.26
160.1,160.1,160.1,160.1
12.97,12.97,12.97,12.97
25.7,25.7,25.7,25.7
25.05,25.05,25.05,25.05
20.28,20.28,20.28,20.28
9.85,9.85,9.85,9.85
10.19,10.19,10.19,10.19
0.375,0.375,0.375,0.375
17.61,17.61,17.61,17.61
52.1,52.1,52.1,52.1
4.1,4.1,4.1,4.1
17.38,17.38,17.38,17.38
11.53,11.53,11.53,11.53
124.56,124.56,124.56,124.56
125.75,125.75,125.75,125.75
22.74,22.74,22.74,22.74
22.74,22.74,22.74,22.74
21.795,21.795,21.795,21.795
9.8801,9.8801,9.8801,9.8801
10.1294,10.1294,10.1294,10.1294
0.72,0.72,0.72,0.72
19.3,19.3,19.3,19.3
6.95,6.95,6.95,6.95
25.3225,25.3225,25.3225,25.3225
20.505,20.505,20.505,20.505
16.8,16.8,16.8,16.8
96.73,96.73,96.73,96.73
1.98,1.98,1.98,1.98
16.64,16.64,16.64,16.64
31.9674,31.9674,31.9674,31.9674
25.16,25.16,25.16,25.16
10.36,10.36,10.36,10.36
0.45,0.45,0.45,0.45
191.3,191.3,191.3,191.3
15.61,15.61,15.61,15.61
70.65,70.65,70.65,70.65
104.29,104.29,104.29,104.29
137.76,137.76,137.76,137.76
4.17,4.17,4.17,4.17
19.3,19.3,19.3,19.3
19.46,19.46,19.46,19.46
2.7,2.7,2.7,2.7
16.35,16.35,16.35,16.35
5.85,5.85,5.85,5.85
79.3,79.3,79.3,79.3
7.51,7.51,7.51,7.51
10.0614,10.0614,10.0614,10.0614
75.43,75.43,75.43,75.43
1.545,1.545,1.545,1.545
3.93,3.93,3.93,3.93
39.36,39.36,39.36,39.36
1.63,1.63,1.63,1.63
48.93,48.93,48.93,48.93
35.7,35.7,35.7,35.7
0.34,0.34,0.34,0.34
4.08,4.08,4.08,4.08
35.95,35.95,35.95,35.95
3.78,3.78,3.78,3.78
51.8,51.8,51.8,51.8
0.7751,0.7751,0.7751,0.7751
0.0098,0.0098,0.0098,0.0098
8.38,8.38,8.38,8.38
19.23,19.23,19.23,19.23
23.16,23.16,23.16,23.16
17.8386,17.8386,17.8386,17.8386
16.4,16.4,16.4,16.4
26.0502,26.0502,26.0502,26.0502
25.625,25.625,25.625,25.625
26,26,26,26
20200101,18,18,18,18
11.31,11.31,11.31,11.31
23.5597,23.5597,23.5597,23.5597
54.72,54.72,54.72,54.72
20.51,20.51,20.51,20.51
10.415,10.415,10.415,10.415
0.1831,0.1831,0.1831,0.1831
10.36,10.36,10.36,10.36
0.09,0.09,0.09,0.09
6.36,6.36,6.36,6.36
19.01,19.01,19.01,19.01
15.14,15.14,15.14,15.14
7.2,7.2,7.2,7.2
47.16,47.16,47.16,47.16
85.74,85.74,85.74,85.74
2.61,2.61,2.61,2.61
9.9,9.9,9.9,9.9
95.79,95.79,95.79,95.79
32.32,32.32,32.32,32.32
16.05,16.05,16.05,16.05
0.3849,0.3849,0.3849,0.3849
92.25,92.25,92.25,92.25
20200101,37,37,37,37
0.725,0.725,0.725,0.725
1.12,1.12,1.12,1.12
4.275,4.275,4.275,4.275
5.96,5.96,5.96,5.96
292.4,292.4,292.4,292.4
38.06,38.06,38.06,38.06
15.3,15.3,15.3,15.3
19.14,19.14,19.14,19.14
113.87,113.87,113.87,113.87
48.34,48.34,48.34,48.34
48.6589,48.6589,48.6589,48.6589
48.14,48.14,48.14,48.14
4.5,4.5,4.5,4.5
7.35,7.35,7.35,7.35
7.25,7.25,7.25,7.25
3.55,3.55,3.55,3.55
231.67,231.67,231.67,231.67
7.29,7.29,7.29,7.29
25.06,25.06,25.06,25.06
34.06,34.06,34.06,34.06
1.99,1.99,1.99,1.99
13.89,13.89,13.89,13.89
4.15,4.15,4.15,4.15
43.02,43.02,43.02,43.02
1.3,1.3,1.3,1.3
6.05,6.05,6.05,6.05
3.15,3.15,3.15,3.15
3.75,3.75,3.75,3.75
79.75,79.75,79.75,79.75
79.88,79.88,79.88,79.88
151.43,151.43,151.43,151.43
0.8814,0.8814,0.8814,0.8814
0.515,0.515,0.515,0.515
1.88,1.88,1.88,1.88
158.06,158.06,158.06,158.06
13.55,13.55,13.55,13.55
38.17,38.17,38.17,38.17
30.7542,30.7542,30.7542,30.7542
108.06,108.06,108.06,108.06
26.09,26.09,26.09,26.09
1.01,1.01,1.01,1.01
19.71,19.71,19.71,19.71
26.57,26.57,26.57,26.57
27.1166,27.1166,27.1166,27.1166
4.08,4.08,4.08,4.08
25.25,25.25,25.25,25.25
10.17,10.17,10.17,10.17
0.9151,0.9151,0.9151,0.9151
23.465,23.465,23.465,23.465
40.95,40.95,40.95,40.95
36.47,36.47,36.47,36.47
11.13,11.13,11.13,11.13
17.51,17.51,17.51,17.51
19.535,19.535,19.535,19.535
0.2773,0.2773,0.2773,0.2773
15.75,15.75,15.75,15.75
64.09,64.09,64.09,64.09
104.72,104.72,104.72,104.72
3.78,3.78,3.78,3.78
9.74,9.74,9.74,9.74
0.4986,0.4986,0.4986,0.4986
3.45,3.45,3.45,3.45
48.55,48.55,48.55,48.55
131.61,131.61,131.61,131.61
2.78,2.78,2.78,2.78
91.11,91.11,91.11,91.11
1.74,1.74,1.74,1.74
18.79,18.79,18.79,18.79
2.95,2.95,2.95,2.95
55.08,55.08,55.08,55.08
3.46,3.46,3.46,3.46
9.815,9.815,9.815,9.815
3.1,3.1,3.1,3.1
84.06,84.06,84.06,84.06
5.01,5.01,5.01,5.01
2.48,2.48,2.48,2.48
571.94,571.94,571.94,571.94
38.63,38.63,38.63,38.63
12.3,12.3,12.3,12.3
8.94,8.94,8.94,8.94
7.37,7.37,7.37,7.37
3.58,3.58,3.58,3.58
7.27,7.27,7.27,7.27
26.25,26.25,26.25,26.25
17.46,17.46,17.46,17.46
39.67,39.67,39.67,39.67
78.82,78.82,78.82,78.82
0.4799,0.4799,0.4799,0.4799
2.1,2.1,2.1,2.1
9.78,9.78,9.78,9.78
78.25,78.25,78.25,78.25
10.88,10.88,10.88,10.88
48.45,48.45,48.45,48.45
76.54,76.54,76.54,76.54
15.16,15.16,15.16,15.16
20.02,20.02,20.02,20.02
12.3,12.3,12.3,12.3
0.75,0.75,0.75,0.75
0.8903,0.8903,0.8903,0.8903
109.52,109.52,109.52,109.52
8.09,8.09,8.09,8.09
25.9,25.9,25.9,25.9
43.38,43.38,43.38,43.38
2.87,2.87,2.87,2.87
23.9,23.9,23.9,23.9
37.91,37.91,37.91,37.91
24.52,24.52,24.52,24.52
16.01,16.01,16.01,16.01
7.65,7.65,7.65,7.65
3.26,3.26,3.26,3.26
8.25,8.25,8.25,8.25
4.78,4.78,4.78,4.78
2.16,2.16,2.16,2.16
110.01,110.01,110.01,110.01
379.11,379.11,379.11,379.11
249.4,249.4,249.4,249.4
24.17,24.17,24.17,24.17
41.65,41.65,41.65,41.65
6.74,6.74,6.74,6.74
0.5311,0.5311,0.5311,0.5311
117.18,117.18,117.18,117.18
23.09,23.09,23.09,23.09
31.8,31.8,31.8,31.8
4.03,4.03,4.03,4.03
31.22,31.22,31.22,31.22
22.9,22.9,22.9,22.9
10.18,10.18,10.18,10.18
10.85,10.85,10.85,10.85
0.75,0.75,0.75,0.75
2.4114,2.4114,2.4114,2.4114
1.29,1.29,1.29,1.29
4.64,4.64,4.64,4.64
6.74,6.74,6.74,6.74
16.6,16.6,16.6,16.6
78.2,78.2,78.2,78.2
20200101,23,23,23,23
63.55,63.55,63.55,63.55
19.73,19.73,19.73,19.73
5.95,5.95,5.95,5.95
4.86,4.86,4.86,4.86
36.23,36.23,36.23,36.23
2.5664,2.5664,2.5664,2.5664
5.795,5.795,5.795,5.795
33.5,33.5,33.5,33.5
35.67,35.67,35.67,35.67
17.16,17.16,17.16,17.16
151.31,151.31,151.31,151.31
1.765,1.765,1.765,1.765
2.29,2.29,2.29,2.29
2.11,2.11,2.11,2.11
22.03,22.03,22.03,22.03
28.8,28.8,28.8,28.8
0.8877,0.8877,0.8877,0.8877
178.02,178.02,178.02,178.02
5.26,5.26,5.26,5.26
20.19,20.19,20.19,20.19
10.86,10.86,10.86,10.86
25.7,25.7,25.7,25.7
69.11,69.11,69.11,69.11
3.28,3.28,3.28,3.28
4.8,4.8,4.8,4.8
1.38,1.38,1.38,1.38
2.88,2.88,2.88,2.88
21.98,21.98,21.98,21.98
19.56,19.56,19.56,19.56
2.16,2.16,2.16,2.16
5.73,5.73,5.73,5.73
21.49,21.49,21.49,21.49
128.86,128.86,128.86,128.86
14.08,14.08,14.08,14.08
26.56,26.56,26.56,26.56
20200101,18,18,18,18
28.96,28.96,28.96,28.96
63.57,63.57,63.57,63.57
157.7,157.7,157.7,157.7
18.61,18.61,18.61,18.61
142.63,142.63,142.63,142.63
13.43,13.43,13.43,13.43
4.06,4.06,4.06,4.06
26.7715,26.7715,26.7715,26.7715
1.9501,1.9501,1.9501,1.9501
82.11,82.11,82.11,82.11
13.985,13.985,13.985,13.985
16.09,16.09,16.09,16.09
18.31,18.31,18.31,18.31
0.6893,0.6893,0.6893,0.6893
22.88,22.88,22.88,22.88
48.03,48.03,48.03,48.03
26.6,26.6,26.6,26.6
1.03,1.03,1.03,1.03
53.78,53.78,53.78,53.78
10.3325,10.3325,10.3325,10.3325
0.49,0.49,0.49,0.49
24.92,24.92,24.92,24.92
0.72,0.72,0.72,0.72
5.89,5.89,5.89,5.89
61.51,61.51,61.51,61.51
16.47,16.47,16.47,16.47
27.23,27.23,27.23,27.23
20.1,20.1,20.1,20.1
72.885,72.885,72.885,72.885
1.21,1.21,1.21,1.21
32.59,32.59,32.59,32.59
3.3159,3.3159,3.3159,3.3159
0.645,0.645,0.645,0.645
7.98,7.98,7.98,7.98
1.56,1.56,1.56,1.56
2.85,2.85,2.85,2.85
70.88,70.88,70.88,70.88
42.34,42.34,42.34,42.34
8.93,8.93,8.93,8.93
13.68,13.68,13.68,13.68
1.82,1.82,1.82,1.82
107.49,107.49,107.49,107.49
24.84,24.84,24.84,24.84
26.56,26.56,26.56,26.56
21.99,21.99,21.99,21.99
1.32,1.32,1.32,1.32
7.2,7.2,7.2,7.2
40.56,40.56,40.56,40.56
73.85,73.85,73.85,73.85
7.29,7.29,7.29,7.29
6.1,6.1,6.1,6.1
2.1,2.1,2.1,2.1
0.912,0.912,0.912,0.912
107.1,107.1,107.1,107.1
5.54,5.54,5.54,5.54
1.68,1.68,1.68,1.68
0.32,0.32,0.32,0.32
162.84,162.84,162.84,162.84
10.54,10.54,10.54,10.54
10.81,10.81,10.81,10.81
1.25,1.25,1.25,1.25
29.25,29.25,29.25,29.25
65.26,65.26,65.26,65.26
1.94,1.94,1.94,1.94
1.51,1.51,1.51,1.51
9.95,9.95,9.95,9.95
2.75,2.75,2.75,2.75
7.11,7.11,7.11,7.11
9.12,9.12,9.12,9.12
0.9,0.9,0.9,0.9
3.21,3.21,3.21,3.21
3.1001,3.1001,3.1001,3.1001
22.65,22.65,22.65,22.65
25.6805,25.6805,25.6805,25.6805
25.9399,25.9399,25.9399,25.9399
6.14,6.14,6.14,6.14
16.96,16.96,16.96,16.96
15.67,15.67,15.67,15.67
9.95,9.95,9.95,9.95
10.19,10.19,10.19,10.19
0.3,0.3,0.3,0.3
323.57,323.57,323.57,323.57
35.185,35.185,35.185,35.185
22.1,22.1,22.1,22.1
25.17,25.17,25.17,25.17
25.15,25.15,25.15,25.15
25.3159,25.3159,25.3159,25.3159
25.89,25.89,25.89,25.89
18.49,18.49,18.49,18.49
1.03,1.03,1.03,1.03
2.55,2.55,2.55,2.55
0.08,0.08,0.08,0.08
5.38,5.38,5.38,5.38
155.15,155.15,155.15,155.15
8.24,8.24,8.24,8.24
8.53,8.53,8.53,8.53
3.79,3.79,3.79,3.79
44.93,44.93,44.93,44.93
21.585,21.585,21.585,21.585
2.53,2.53,2.53,2.53
25.52,25.52,25.52,25.52
12.32,12.32,12.32,12.32
2.15,2.15,2.15,2.15
33.18,33.18,33.18,33.18
3.5,3.5,3.5,3.5
13.455,13.455,13.455,13.455
9.25,9.25,9.25,9.25
2.53,2.53,2.53,2.53
17.2,17.2,17.2,17.2
3.16,3.16,3.16,3.16
88.44,88.44,88.44,88.44
9.87,9.87,9.87,9.87
10.28,10.28,10.28,10.28
0.9,0.9,0.9,0.9
8.75,8.75,8.75,8.75
65.94,65.94,65.94,65.94
38.3,38.3,38.3,38.3
15.3,15.3,15.3,15.3
70.29,70.29,70.29,70.29
29.39,29.39,29.39,29.39
27.82,27.82,27.82,27.82
4.87,4.87,4.87,4.87
62.25,62.25,62.25,62.25
24.07,24.07,24.07,24.07
0.5,0.5,0.5,0.5
306.64,306.64,306.64,306.64
1.18,1.18,1.18,1.18
24.51,24.51,24.51,24.51
14.06,14.06,14.06,14.06
14.67,14.67,14.67,14.67
31.26,31.26,31.26,31.26
33.69,33.69,33.69,33.69
0.9822,0.9822,0.9822,0.9822
106.24,106.24,106.24,106.24
26.13,26.13,26.13,26.13
32.99,32.99,32.99,32.99
20200101,4,4,4,4
17.83,17.83,17.83,17.83
4.3,4.3,4.3,4.3
0.1008,0.1008,0.1008,0.1008
77.34,77.34,77.34,77.34
3.98,3.98,3.98,3.98
5.41,5.41,5.41,5.41
84.27,84.27,84.27,84.27
235.3,235.3,235.3,235.3
71.4,71.4,71.4,71.4
50.45,50.45,50.45,50.45
1.85,1.85,1.85,1.85
0.2249,0.2249,0.2249,0.2249
37.83,37.83,37.83,37.83
0.58,0.58,0.58,0.58
16.63,16.63,16.63,16.63
38.9,38.9,38.9,38.9
3.95,3.95,3.95,3.95
19.22,19.22,19.22,19.22
290.88,290.88,290.88,290.88
33.31,33.31,33.31,33.31
14.51,14.51,14.51,14.51
14.14,14.14,14.14,14.14
16.07,16.07,16.07,16.07
127.26,127.26,127.26,127.26
117.25,117.25,117.25,117.25
56.33,56.33,56.33,56.33
0.4501,0.4501,0.4501,0.4501
54.9125,54.9125,54.9125,54.9125
6.23,6.23,6.23,6.23
25.24,25.24,25.24,25.24
25.14,25.14,25.14,25.14
25.0365,25.0365,25.0365,25.0365
25.03,25.03,25.03,25.03
2.2,2.2,2.2,2.2
3.26,3.26,3.26,3.26
11.6,11.6,11.6,11.6
3.31,3.31,3.31,3.31
1.9,1.9,1.9,1.9
37.84,37.84,37.84,37.84
3.82,3.82,3.82,3.82
3.25,3.25,3.25,3.25
15.21,15.21,15.21,15.21
25.81,25.81,25.81,25.81
25.54,25.54,25.54,25.54
0.52,0.52,0.52,0.52
8.19,8.19,8.19,8.19
5.46,5.46,5.46,5.46
25.68,25.68,25.68,25.68
3.95,3.95,3.95,3.95
189.78,189.78,189.78,189.78
2.74,2.74,2.74,2.74
32.45,32.45,32.45,32.45
3.35,3.35,3.35,3.35
26.01,26.01,26.01,26.01
46.18,46.18,46.18,46.18
107.29,107.29,107.29,107.29
11.17,11.17,11.17,11.17
24.98,24.98,24.98,24.98
25.2972,25.2972,25.2972,25.2972
25.43,25.43,25.43,25.43
2.45,2.45,2.45,2.45
1.75,1.75,1.75,1.75
115.37,115.37,115.37,115.37
30.6269,30.6269,30.6269,30.6269
206.07,206.07,206.07,206.07
65.31,65.31,65.31,65.31
59.94,59.94,59.94,59.94
81.72,81.72,81.72,81.72
14.09,14.09,14.09,14.09
3.19,3.19,3.19,3.19
16.59,16.59,16.59,16.59
24.38,24.38,24.38,24.38
18.29,18.29,18.29,18.29
1.81,1.81,1.81,1.81
3.95,3.95,3.95,3.95
4.76,4.76,4.76,4.76
349.55,349.55,349.55,349.55
0.383,0.383,0.383,0.383
0.0354,0.0354,0.0354,0.0354
0.3557,0.3557,0.3557,0.3557
25.87,25.87,25.87,25.87
10.37,10.37,10.37,10.37
10.53,10.53,10.53,10.53
0.18,0.18,0.18,0.18
1.13,1.13,1.13,1.13
2.77,2.77,2.77,2.77
32.14,32.14,32.14,32.14
25.97,25.97,25.97,25.97
1.47,1.47,1.47,1.47
14.4,14.4,14.4,14.4
27.49,27.49,27.49,27.49
9.25,9.25,9.25,9.25
23.8,23.8,23.8,23.8
10.27,10.27,10.27,10.27
9.22,9.22,9.22,9.22
0.87,0.87,0.87,0.87
4.21,4.21,4.21,4.21
23.9113,23.9113,23.9113,23.9113
4.81,4.81,4.81,4.81
4.66,4.66,4.66,4.66
438.26,438.26,438.26,438.26
5.15,5.15,5.15,5.15
22.62,22.62,22.62,22.62
9.95,9.95,9.95,9.95
0.23,0.23,0.23,0.23
10.1501,10.1501,10.1501,10.1501
0.0551,0.0551,0.0551,0.0551
13.75,13.75,13.75,13.75
13.47,13.47,13.47,13.47
10.5071,10.5071,10.5071,10.5071
100.74,100.74,100.74,100.74
6.99,6.99,6.99,6.99
3.0805,3.0805,3.0805,3.0805
17.12,17.12,17.12,17.12
2.02,2.02,2.02,2.02
7.05,7.05,7.05,7.05
8.03,8.03,8.03,8.03
16.84,16.84,16.84,16.84
10.01,10.01,10.01,10.01
44.07,44.07,44.07,44.07
3.83,3.83,3.83,3.83
0.59,0.59,0.59,0.59
0.08,0.08,0.08,0.08
51.29,51.29,51.29,51.29
13.83,13.83,13.83,13.83
39.62,39.62,39.62,39.62
4.15,4.15,4.15,4.15
19.46,19.46,19.46,19.46
0.745,0.745,0.745,0.745
0.0122,0.0122,0.0122,0.0122
16.6,16.6,16.6,16.6
8.16,8.16,8.16,8.16
25.4999,25.4999,25.4999,25.4999
25.4797,25.4797,25.4797,25.4797
5.44,5.44,5.44,5.44
25.4799,25.4799,25.4799,25.4799
25.45,25.45,25.45,25.45
24.44,24.44,24.44,24.44
30.505,30.505,30.505,30.505
10.06,10.06,10.06,10.06
0.17,0.17,0.17,0.17
10.3,10.3,10.3,10.3
0.15,0.15,0.15,0.15
23.69,23.69,23.69,23.69
5.14,5.14,5.14,5.14
10.37,10.37,10.37,10.37
10.8,10.8,10.8,10.8
0.986,0.986,0.986,0.986
38.27,38.27,38.27,38.27
24.83,24.83,24.83,24.83
2.95,2.95,2.95,2.95
19.48,19.48,19.48,19.48
52.43,52.43,52.43,52.43
1.2,1.2,1.2,1.2
0.08,0.08,0.08,0.08
0.3886,0.3886,0.3886,0.3886
10.15,10.15,10.15,10.15
85.06,85.06,85.06,85.06
15.16,15.16,15.16,15.16
16.9,16.9,16.9,16.9
28.16,28.16,28.16,28.16
15.31,15.31,15.31,15.31
13.9,13.9,13.9,13.9
18.53,18.53,18.53,18.53
4.22,4.22,4.22,4.22
2.7,2.7,2.7,2.7
8.75,8.75,8.75,8.75
79.1,79.1,79.1,79.1
17.28,17.28,17.28,17.28
43.27,43.27,43.27,43.27
15.255,15.255,15.255,15.255
45.3,45.3,45.3,45.3
20.25,20.25,20.25,20.25
8.47,8.47,8.47,8.47
120.82,120.82,120.82,120.82
5.06,5.06,5.06,5.06
12.59,12.59,12.59,12.59
16.56,16.56,16.56,16.56
26.17,26.17,26.17,26.17
20.48,20.48,20.48,20.48
37.82,37.82,37.82,37.82
17.55,17.55,17.55,17.55
16.89,16.89,16.89,16.89
14.7,14.7,14.7,14.7
3.245,3.245,3.245,3.245
64.36,64.36,64.36,64.36
2.65,2.65,2.65,2.65
32.85,32.85,32.85,32.85
34.66,34.66,34.66,34.66
2.48,2.48,2.48,2.48
79.65,79.65,79.65,79.65
26.755,26.755,26.755,26.755
0.65,0.65,0.65,0.65
25.56,25.56,25.56,25.56
136.67,136.67,136.67,136.67
6.22,6.22,6.22,6.22
9.1,9.1,9.1,9.1
25.05,25.05,25.05,25.05
23.52,23.52,23.52,23.52
1.3466,1.3466,1.3466,1.3466
18.99,18.99,18.99,18.99
55.09,55.09,55.09,55.09
60.09,60.09,60.09,60.09
18.14,18.14,18.14,18.14
37.59,37.59,37.59,37.59
20200101,55,55,55,55
38.67,38.67,38.67,38.67
1.45,1.45,1.45,1.45
7.085,7.085,7.085,7.085
50.35,50.35,50.35,50.35
12.18,12.18,12.18,12.18
30.71,30.71,30.71,30.71
1.02,1.02,1.02,1.02
114.78,114.78,114.78,114.78
3.82,3.82,3.82,3.82
30.9,30.9,30.9,30.9
41.59,41.59,41.59,41.59
5.09,5.09,5.09,5.09
27.45,27.45,27.45,27.45
6.11,6.11,6.11,6.11
31.14,31.14,31.14,31.14
2.14,2.14,2.14,2.14
0.171,0.171,0.171,0.171
0.0176,0.0176,0.0176,0.0176
38.63,38.63,38.63,38.63
1.19,1.19,1.19,1.19
0.08,0.08,0.08,0.08
25.86,25.86,25.86,25.86
11.12,11.12,11.12,11.12
17.065,17.065,17.065,17.065
19.15,19.15,19.15,19.15
5.52,5.52,5.52,5.52
27.1087,27.1087,27.1087,27.1087
37.88,37.88,37.88,37.88
30.8873,30.8873,30.8873,30.8873
3.62,3.62,3.62,3.62
8.64,8.64,8.64,8.64
28.8,28.8,28.8,28.8
25.39,25.39,25.39,25.39
33.65,33.65,33.65,33.65
68.98,68.98,68.98,68.98
15.76,15.76,15.76,15.76
40.17,40.17,40.17,40.17
26.38,26.38,26.38,26.38
26.4369,26.4369,26.4369,26.4369
62.52,62.52,62.52,62.52
3.9,3.9,3.9,3.9
8.2604,8.2604,8.2604,8.2604
50.49,50.49,50.49,50.49
60.35,60.35,60.35,60.35
13.41,13.41,13.41,13.41
3.16,3.16,3.16,3.16
84.29,84.29,84.29,84.29
34.485,34.485,34.485,34.485
4.37,4.37,4.37,4.37
76.94,76.94,76.94,76.94
8.4,8.4,8.4,8.4
8.12,8.12,8.12,8.12
9.15,9.15,9.15,9.15
1.25,1.25,1.25,1.25
29.0519,29.0519,29.0519,29.0519
0.9,0.9,0.9,0.9
12.76,12.76,12.76,12.76
20200101,64,64,64,64
6.53,6.53,6.53,6.53
25.9,25.9,25.9,25.9
141.42,141.42,141.42,141.42
151.26,151.26,151.26,151.26
33.07,33.07,33.07,33.07
2.61,2.61,2.61,2.61
171.2,171.2,171.2,171.2
2.38,2.38,2.38,2.38
212.38,212.38,212.38,212.38
92.5,92.5,92.5,92.5
15.01,15.01,15.01,15.01
98.91,98.91,98.91,98.91
48.99,48.99,48.99,48.99
32.605,32.605,32.605,32.605
32.715,32.715,32.715,32.715
64.18,64.18,64.18,64.18
9.38,9.38,9.38,9.38
2.27,2.27,2.27,2.27
36.3,36.3,36.3,36.3
111.15,111.15,111.15,111.15
5.5,5.5,5.5,5.5
46.07,46.07,46.07,46.07
136.71,136.71,136.71,136.71
41.55,41.55,41.55,41.55
4.92,4.92,4.92,4.92
22.24,22.24,22.24,22.24
11.225,11.225,11.225,11.225
68.25,68.25,68.25,68.25
54.78,54.78,54.78,54.78
10.95,10.95,10.95,10.95
21.9,21.9,21.9,21.9
1.97,1.97,1.97,1.97
8.71,8.71,8.71,8.71
2.05,2.05,2.05,2.05
9.91,9.91,9.91,9.91
59.18,59.18,59.18,59.18
15.83,15.83,15.83,15.83
2.45,2.45,2.45,2.45
4.03,4.03,4.03,4.03
0.41,0.41,0.41,0.41
2.2,2.2,2.2,2.2
14.9,14.9,14.9,14.9
15.83,15.83,15.83,15.83
17.21,17.21,17.21,17.21
32.56,32.56,32.56,32.56
79.69,79.69,79.69,79.69
63.75,63.75,63.75,63.75
7.45,7.45,7.45,7.45
56.54,56.54,56.54,56.54
129.22,129.22,129.22,129.22
71.77,71.77,71.77,71.77
47.8165,47.8165,47.8165,47.8165
95.96,95.96,95.96,95.96
52.65,52.65,52.65,52.65
6.44,6.44,6.44,6.44
41.18,41.18,41.18,41.18
74.09,74.09,74.09,74.09
71.02,71.02,71.02,71.02
10.9,10.9,10.9,10.9
3.94,3.94,3.94,3.94
2.4,2.4,2.4,2.4
0.0053,0.0053,0.0053,0.0053
1.82,1.82,1.82,1.82
10.2495,10.2495,10.2495,10.2495
74.89,74.89,74.89,74.89
48.03,48.03,48.03,48.03
2.6,2.6,2.6,2.6
10.5,10.5,10.5,10.5
77.27,77.27,77.27,77.27
7.05,7.05,7.05,7.05
95.7,95.7,95.7,95.7
2.28,2.28,2.28,2.28
23.88,23.88,23.88,23.88
2.12,2.12,2.12,2.12
4.36,4.36,4.36,4.36
28.4,28.4,28.4,28.4
57.71,57.71,57.71,57.71
15.75,15.75,15.75,15.75
16.09,16.09,16.09,16.09
30.12,30.12,30.12,30.12
34.32,34.32,34.32,34.32
0.86,0.86,0.86,0.86
6.25,6.25,6.25,6.25
30.35,30.35,30.35,30.35
28.4703,28.4703,28.4703,28.4703
